9|10;;;;;"fertig-bekommen (größtenteils sicher) (weil Zweck [9] + Wirklichkeit [10]) (ist eine Form der Vollkommenheit); mathematisch so etwas wie die Physik oder BWL: Ein Gebilde aus Einheiten (9) und Gleichungen (10). (Die Rechenweise in der BWL und Physik ist genau so: Das Ergebnis fertig zu bekommen. Es ist jedes Mal der gleiche Prozess.)";;;;;;;;;;;;;;
5|6;;;;;"der Wunsch und das Bedürfnis und das Verlangen als Paradigma (sicher) ; der Konsum (Meta-Paradigma, halb sicher), mathematisch: natürliche Zahlen (größtenteils sicher)";;;;;;;;;;;;;Affekt: Motivation aus Impuls (5) und Trieb (6), aber nicht aus Lust (9) und nicht aus Gefühl (7);
5|11;;;;;"Holismus (=jegliche Ganzheitslehren [Ganzes als System]) (nicht auf der Ebene von Strukturalien, sondern von Michael Commons Komplexitätsstufen, also der Vermenschlichung der Strukturalien) (sicher); das Sonderbare (halbwegs sicher)";;;;;;;;;;;;;;
6|8;;;;;"Der dimensionale, „metrische oder normierte“  Raum (sicher); die Bestimmung im Sinne von Schicksal (halb sicher); die Norm und die Metrik (halb sicher)";;;;;;;;;;;;;;
5|5;;;;;Einzigartigkeit (unsicher);;;;;;;;;;;;;;
9|9;;;;;jegliches Alles (nicht sicher);;;;;;;;;;;;;;
7|7;;;;;das Gute selbst (nicht sicher);;;;;;;;;;;;;;
8|9;;;;;"einheitlich gleichmäßiger mathematischer Raum (größtenteils sicher) ;Errungenschaft (fast sicher); mathematisch: Symbole aus sogenannten formalen Grammatiken, die wie Variablen [9], bzw. Einheiten [9] von Zuständen [8] fungieren (halb sicher) (aber nicht die ganze Grammatik, da diese [u.a.?] auch aus Kombination bestehen muss)";;;;;;;;;;;;;;
-10|-6|+7;;;;;;;;;;;;;;;;;;;
9|6;;;;;"„Erfolg“ und mathematisch gesehen: die Einheit aus Zahlen (oder die Größeneinheit), wie Einheiten aus der Physik oder BWL (sehr sicher), eine Einheit (9), mehrere Belegungen von Zahlen (6) möglich; Strukturalie als Wort: Erfolg (halbwegs sicher)";;;;;;;;;;;;;Gier oder Begierde (beides hier nicht unbedingt negativ, da das alles hier nur den positiven Anteil immer meint);
10|7|8;;;;;Realismus (persönliche subjektive Weltwahrnehmung, statt Wirklichkeit [10] wie es physikalisch objektiv wäre) (halbwegs sicher) (ist ggf. Paradigma statt Meta-Paradigma und besteht wohl auch aus weiteren menschlichen Typen n);;;;;;;;;;;;;;
10|5|8;;;;;keine Ahnung, ob das stimmt: Eigenheit;;;;;;;;;;;;;;
10|8|9;;;;;keine Ahnung, ob das stimmt: Modelle;;;;;;;;;;;;;;
10|8|3|7;;;;;keine Ahnung, ob das stimmt: Tatsächlichkeit;;;;;;;;;;;;;;
10|6|5|5;;;;;die einzige, nicht nur das eine, aller wichtigste Sache, Ding, Lebewesen oder was es auch immer die einzige, nicht nur das eine, aller wichtigste Sache, Ding, Lebewesen oder was es auch immer ist, jedenfalls nur 1 ist es. Der monotheistische Gott selbst? (die 4 Buchstaben des jüdischen Gottes)?;;;;;;;;;;;;;;
10|14;;;;;"Problemlösungsstrategie (10 [Strategie] mit 14 [Problemlösung]); Aussagen-Logik ohne unäre Operation, d.h. ohne „nicht“ und ohne „ja“, nur mit binären Operationen, wie AND oder OR";;;;;;;;;;;;;;
11|13;;;;;;11. Fürsorge anwerben (so wie ein Kanarienvogel), 13. Fürsorge geben (als Helfer) ;;;;;;;;;;;;;
17|19;;;;;;17. Motivation nehmen (als jemand, der einen anderen abgeneigt ist), 19. Motivation geben (als Fan) ;;;;;;;;;;;;;
11|7;;;;;Systematik (halb sicher);;;;;;;;;;;;;;
-3|-6;;;;;;;;;;;;;;;;;;;
-7|-3;;;;;;;;;;;;;;;;;;;
+5|(-6)|(-7)|(-8)|+9|+1/9;;;;;;;;;;;;;;;;;;;
6/8|+2|+1/5|+1/6|+7|-10|(14)|(15)|(17)|(18);;;;;;;;;;;;;;;;;;;
6|7|8;;;;;eher falsch: Tensor und Matrix, aber vielleicht braucht man dafür gar nicht die 7, die Richtung, sondern 6 und 8 reicht womöglich;;;;;;;;;;;;;;
1|2|(3)|4|5;;;;;;;;;;;Determinismus und Indeterminismus;;;;;;;;
1|2;;;;;Gleichheit der gleichen Art auf die gleiche Art konkret zu sein (fast total sicher);;;;;;;;;;;;;;
-2|(+7)|-8|-13|-16|-17;;;;;;;;;;;;;;;;;;;
+7|10|12|14|(15);;;;;;;;;;;;;;;;;;;
-4|+7|+10|+13|+14;;;;;;;;;;;;;;;;;;;
-4|-7|+5|+3|-1|-15|+16|+21|-32|128;;;;;;;;;;;;;;;;;;;
1/5|6|(7)|(10)|-12|+1/16|-27;;;;;;;;;;;;;;;;;;;
2|3;;;;;"der Gegenstand, das Ding, das Dingliche, das Etwas (sicher) (Universum); Existenzialien (Universum) (halb sicher)";;;;;;;;;Hebel mit Einrastfunktion oder Waage oder Wippe oder Hoch-Stab-Springen;;;;;
3|4;;;;;;;;;;;;;;Rudern (ohne Lenken! weil ohne 7) oder Windmühle bzw. Wassermühle bzw. Windrad oder Segeln (ohne bestimmen der Richtung, weil ohne 7) oder Aerodynamik bzw. Fliegen bzw. Rotor;;;;;
3|4|7;;;;;;;;;;;;;;Rudern / Paddeln mit Bestimmen der Richtung;;;;;
3|-4|-6|-7|+10 ;;;;;;;;;;;;;;;;;;;
-1|-4|1/5|-6|-7|10|1/10|15;;;;;;;;;;;;;;;;;;;
-2|-4|+1/5|7|10|1/10|-32;;;;;;;;;;;;;;;;;;;
+2|-4|+7|+8|10|-17;;;;;;;;;;;;;;;;;;;
-4|1/5|(7)|-8|+10|12|+1/12|13|(+14)|(-32);;;;;;;;;;;;;;;;;;;
+1/8;;;;;;;;;;;;;;;;;;;
+5|(-8);;;;;;;;;;;;;;;;;;;
+1/6|+1/8;;;;;;;;;;;;;;;;;;;
1/6|7;;;;;"die klare Richtung; das, nicht durch Trübung, unverfälschte Gute";;;;;;;;;;;;;;
1/6|1/7;;;;;alles das größtenteils sicher: gleichgeschaltet sein wollen, mathematisch die Homogenität, (Übersichtlichkeit, Orientierbarkeit im Äußeren);;;;;;;;;;;;;;
6|1/7;;;;;alles das größtenteils sicher: Koordinaten (mathematisch), die Stellung (z.B. in sozialer Hierarchie, etc.), die Qualifikation (ich bin mir sicher);;;;;;;;;;;;;;
6|1/6|7;;;;;alles das größtenteils sicher: Vektorfeld bzw. Feld mit Feldstärke;;;;;;;;;;;;;;
6|1/6;;;;;alles das größtenteils sicher: die beliege Fließkommazahl oder das Prinzip der kontrinuierlichen Mathematik, ohne z.B. rationale Zahlen genau zu definieren (dazu wäre noch mehrere höhere Typen nötig, wie z.B. 13 und 15, aber die 1/6 wäre dafür wohl unnötig) ,Dichte (Strukturalie oder so), Synchronizität in Stärke (auch als Strukturalie) (d.h. alles das ist: alles Pures hohen Wertes, Wert der Pur ist, Reinheit im Sinn von Pur, also allgemeiner);;;;;;;;;;;;;;
1|4;;;;;identischer Zeitpunkt oder Zeitverlauf (in diesem Kontext: synchron) (sicher);;;;;;;;;;;;;;
+2|-4|+6/8|+1/5|+1/6|+7|-10|14|15|17|18|21|22|26|30;;;;;;;;;;;;;;;;;;;
+3/2|-4|3/4|1/5|1/6|-6|+7|10|+1/10|14|+18|+19|-21|22|24|+37;;;;;;;;;;;;;;;;;;;
6|7|10;;;;;"Erfüllung (größtenteils sicher bis 100% sicher); das metrisch schön Generierte (größtenteils sicher bis 100% sicher); Das Konzept oder der Entwurf (das Wort Design oder Plan ist zu speziell) (halb sicher)";;;;;;;;;;;;;;
1|5;;;;;das Selbe (ich bin mir sicher);;;;;;;;;;;;;;
1|6;;;;;alles das größtenteils sicher: Gleichheit als Durchführung der Frage ob! Aber nicht unbedingt tatsächliche Gleichheit (wie es bei 1 mit 2 in Kombination wäre);;;;;;;;;;;;;;
1|10;;;;;alles das größtenteils sicher: Kongruenz, Äquivalenz;;;;;;;;;;Inkongruent,  inäquivalent (neutrale Gegentranszendentalie);;;;
1|7;;;;;So ähnlich: Unmittelbarkeit d.h. Direktheit;;;;;;;;;;;;;;
10|15;;;;;allein nur der winzige Aspekt der künstliche-Intelligenz-Prolog Programmierung, dass zur Wahrheitsfindung rekursiv Informationsbäume durchwandert werden, Baumtraversion (sicher);;;;;;;;;;;;;;
8|4;;;;;"Das Werden [Istzustand, Veränderungszustand (das Werden) (sogenannte Invariante) oder Sollzustand, etc. - also Zustände zur Zeitachse; Raumzeit (4 mit 8), das „Dasein“ in der „Zeitlichkeit“ (M. Heidegger) während der „Eigentlichkeit“; Transformation (Veränderung [4] des Zustandes [8])]";;;;;;;;;;;;;;
8|10;;;;;"Deduktion (sicher, obwohl dafür vielleicht noch u.a. die Kombination [14] nötig wäre) der Wirklichkeit auf das Sein: in etwa der Physikalismus (sicher); der Gegenstand der Transzendentalphilosophie ohne Philosophie (sicher);  Logikgatter (Zustände [8] wahr [10] werden lassen und Zustände [8] bringen Wahrheit [10], Wirklichkeit [10]); Logikgatter ? Also „der Prozess“, weil Logikgatter im PROZESSor drin sind; Anwendung: Regelungs- und Steuerungstechnik oder Informatik-Automaten; Verfassungswirklichkeit (die realen Gegebenheiten innerhalb eines politischen Systems); und „der Befehl“, weil Prozessoren oft mit Assembler-Befehlen angesteuert werden können, zweite ganz andere Begründung: Befehle sind Zustände, die zur Wahrheit werden sollen oder Wahrheiten, die zu Zuständen werden sollen. ";;;;;;;;;;;;;;
6|8|10;;;;;halbwegs sicher: Logikgatter, die rechnen können (Wahrheit [Logik] aus Zuständen (8), die Zahlen (6) machen können) (Es könnte aber auch Struktursachen sein, bei denen etwas anderes der 3 auf etwas anderem der 3 basiert, usw.);;;;;;;;;;;;;;
1/8|10;;;;;die (u.a. wissenschaftliche, aber nicht ausschließlich wissenschaftliche) Theorie (fast sicher);;;;;;;;;;;;;;
1/8|1/10;;;;;halbwegs sicher: sogenannte mathematische Modellierung oder auch theoretische Grundlagen der Computerwissenschaften (beides ist fast das gleiche): mit Prinzipien Wahrheitsobjekte gestalten oder aus Wahrheitsobjekten Prinzipien gewinnen (Universum) (ich bin mir sicher);;;;;;;;;;;;;;
3|8|10|17;;;;;die Position des Dinges an sich und oder für sich, nicht aus Zahlen, sondern aus allerlei Dingen an sich und für sich aus der Philosophie;;;;;;;;;;;;;;
10|17;;;;;Die womöglich richtige (10) Meinung (17) haben entspricht, eine Überzeugung (10 mit 17) zu besitzen. (größtenteils sicher) (ist hier aber Paradigma und nicht Strukturalie alias Meta-Paradigma und es ist die menschliche Perspektive davon.);;;;;;;;;;;;;;
7|16|17;;;;;"Sehr sicher: eine gut (7) gesinnte Meinung (17) und Funktion (16) zu haben, entspricht einer Mathe Analysis Funktion mit „einer Richtung“, d.h. statt Werte aus Zahlen (6), aus Vektoren (6 mit 7) ohne Zahlen darin, also nur Winkel (7) im Defintionsbereich und Wertebereich;  (ist hier aber Paradigma und nicht Strukturalie alias Meta-Paradigma und es ist die menschliche Perspektive davon.)";;;;;;;;;;;;;;
3|(4);;;;;;;;;;;;;;;;;;;
10|12|14;;;;;boolsche Mengenoperationen Vereinigung mit mindestens 2 Operanden (größtenteils sicher);;;;;;;;;;;;;;
6|10;;;;;"Entweder ein Logik-Prädikat, das ausschließlich nur mit Zahlen befüllt ist – ohne irgendetwas anderes wie Quantoren oder Variablen – oder stattdessen sind Zahlen mit Wahrheit oder mit Logikprädikat die Fuzzylogic bzw. Besser das Fuzzylogic Ergebnis eines Logikprädikats; Ein Rechteck mit Länge als einen Wert (z.B. eine Zahl) und als Breite einen Wahrheitswert, z.B. Fuzzy Logic. Dieses Rechteck nennt sich ""die Frage nach der Wichtigkeit und Relevanz“ ; Abduktion (sicher, obwohl dafür sicherlich noch u.a. die Kombination [14] nötig wäre); Größtenteils sicher: die Wichtigkeit";;;;;;;;;;das Unwichtige (neutrale Gegentranszendentalie);;;;
7|10|12;;;;;Nicht sehr sicher: Arten (genauer: Mengen) von Wahrheitsvektoren, Vektoren, die statt Zahlen Wahrheitswerte haben und davon verschiedene Arten (so wie es verschiedene Zahlenarten gibt, basierend auf der Menge, d.h. Restklassen nicht, da die Klasse die 20 ist);;;;;;;;;;;;;;
6|12;;;;;"die Priorität (Zahlen der Priorität, die Hierarchiestufen zugeordnet werden);Größtenteils sicher: Mengen, die Zahlen definieren (wie z.B. rationale oder natürliche Zahlen) und Zahlen über Mengen, z.B. die Kardinalzahlen oder die Anzahl der Elemente einer Menge";;;;;;;;;;;;;;
-2|-4;;;;;;;;;;;;;;;;;;;
-2;;;;;;;;;;;;;;;;;;;
+10|+17;;;;;;;;;;;;;;;;;;;
+1/5|+10|13;;;;;;;;;;;;;;;;;;;
+1/5|+9|10|13;;;;;;;;;;;;;;;;;;;
+5|+9|13;;;;;;;;;;;;;;;;;;;
+5|-10|13;;;;;;;;;;;;;;;;;;;
1|8;;;;;Kongruenz (halb bis größtenteils sicher);;;;;;;;;;;;;;
2|7;;;;;Die Entscheidung (sehr sicher) (das Konkrete [2] impliziert u.a. Entscheidungen [2] überhaupt, aber dazu muss man eine Richtung [7] gehen, Fähigkeiten [2] bestehen aus einer Sequenz von Entscheidungen [2], aber auch hier muss man eine Richtung [7] gehen);;;;;;;;;;;;;;
4|7|10;;;;;größtenteils sicher: Mode, Stil von Epochen (ist hier aber Paradigma, statt Meta-Paradigma);;;;;;;;;;;;;;
2|3|-1/4;;;;;;;;;;;;;;;;;;;
1/7|1/10;;;;;das Robuste (größtenteils sicher);;;;;;;;;;;;;;
+6|+7|+10|-12|+13|+17|-18;;;;;;;;;;;;;;;;;;;
-3|-6|-8|-10|12|17|18|(22)|(29);;;;;;;;;;;;;;;;;;;
+6|-8|+1/8|10|(12)|14|17|18|20;;;;;;;;;;;;;;;;;;;
-3|2|-4|-7|10|17|(18)|(21)|(25);;;;;;;;;;;;;;;;;;;
1|5|-8|15|17|32;;;;;;;;;;;;;;;;;;;
+1/5|(+1/12)|(+1/9);;;;;;;;;;;;;;;;;;;
4|6|8;;;;;Geometrie (nicht jede Geometrie hat Winkel: 7) (Linearität [4], Längen [4 mit 6], Zahlen [6], Fläche oder Raum [8], metrischer Raum [6 mit 8]) (größtenteils sicher);;;;;;;;;;;;;;
-2|-5|9|13;;;;;;;;;;;;;;;;;;;
2|-8;;;;;;;;;;;;;;;;;;;
2|4;;;;;Zeitpunkt im Bezug zu Veränderung (größtenteils sicher);;;;;;;;;;;;;;
14|20;;;;;der Adapter – zumindest ist das Entwurfsmuster eines Adapters für eine Klasse (20) sowohl eine Kombination (14) als auch eine Klasse (20), schön (7 mit 10) sein können (2) (2*7 mit 2*10 = 14 mit 20), wenn man schön wäre;;;;;;;;;;;;;;
4|14;;;;;unbekannt welche Strukturalie, aber entscheiden (7 mit 2) können (2), wenn man entscheiden würde = 7*2 mit 2*2 = 14 mit 4;;;;;;;;;;;;;;
12|14;;;;;Operatorpräzedenz (Rangfolge [12] und Reihenfolge [12] des Rechnens bei einer Kombination [14] bzw. bei einer Formel);;;;;;;;;;;;;Koordination als Achtsamkeit (Geist);Bescheidenheit
3|7;;;;;Bezug im Sinne von Bezogenheit;;;;;;;;;;;;;;
2|5;;;;;"Anatomie eines Ganzen mit ihren Konkreten Teilen, Betrachtungen, Elementen, Bereichen, Räumen, etc. zusammen; und ggf. der Kontext zu dem, das größer als das Ganze ist.";;;;;;;;;;;;;;
+6|+2/7;;;;;;;;;;;;;;;;;;;
5|+1/7|-8|10|16|17;;;;;;;;;;;;;;;;;;;
2|4|-6|-7|10|17|18|21;;;;;;;;;;;;;;;;;;;
3|8;;;;;"Das Seiende ist Existenz (3) mit dem Sein (8) in Kombination; Bestand bzw. Inventar bzw. Rücklage ";;;;;;;;;;;;;;
3|8|10;;;;;Die Erkenntnis des Seienden, also z.B. „das Ding an sich“ oder „das Ding für sich“. (Ding nicht immer unbedingt im Sinn von „konkret“, ansonsten müsste die „2“ dazu.);;;;;;;;;;;;;;
(2)|(4)|+6|+9|10|14|+18|+19;;;;;;;;;;;;;;;;;;;
-1/5|+6;;;;;;;;;;;;;;;;;;;
7|8|10;;;;;der Gegenstand der Transzendentalphilosophie und durch die 7 mit Philosophie (7 mit 10);;;;;;;;;;;;;;
1/8|17;;;;;das Urteil;;;;;;;;;;;;;;
8|17;;;;;die Rechts-Verständnis-Position;;;;;;;;;;;;;;
2|12;;;;;Akzidens, während die 12 allein die Substanz (12) meint;;;;;;;;;;;;;;
4|1/6|7|10;;;;;der Plan (unsicher);;;;;;;;;;;;;;
4|7;;;;;Anpassung (Richtung mit Veränderung) (sicher);;;;;;;;;;;;;;
7|13;;;;;"Paradigmatik (verwandt zu Systematik); die graduelle Richtung, wie Fuzzy-Logik, nur nicht für Wahrheitswerte, sondern für Winkel-Angaben";;;;;;;;;;;;;Gemüt;
7|15;;;;;Rekursionssystematik;;;;;;;;;;;;;;
7|16;;;;;der Baum der Branchen, nicht nur Wirtschaftszweige (Zweige von Funktionstätigkeiten) (größtenteils sicher);;;;;;;;;;;;;;
4|6;;;;;das Zeitmaß und die Wertveränderung;;;;;;;;;;;;;(durch sich selbst) getrieben sein;
5|6|13;;;;;Sogenannte ganze Zahlen;;;;;;;;;;;;;;
2|6;;;;;genaue Zahlen, keine diffusen Zahlen, keine irrationalen Zahlen, aber deshalb nicht nur rationale Zahlen;;;;;;;;;;;;;;
3|6;;;;;Wertsachen: in der Welt vorhandener, nicht fiktiver Wert;;;;;;;;;;;;;;
6|11;;;;;Zahlensystem;;;;;;;;;;;;;;
6|14;;;;;Operation mit Zahlen (6) aus mindestens 2 Operanden. Das ist praktisch nur das Addieren (14), weil beispielsweise erst die Wiederholung (15) die Multiplikation (14 mit 15) bildet und die unäre (13) Operation die Subtraktion (13 mit 14). Dennoch meint „6 mit 14“ jegliche mehrstellige Operation von Zahlen.;;;;;;;;;;;;;;
6|16;;;;;eine Analysis-Funktion oder allgemeine Funktion aus Zahlenwerten in Definitionsmenge und Wertemenge;;;;;;;;;;;;;;
6|17;;;;;Positionsangaben aus Zahlenwerte;;;;;;;;;;;;;;
6|18;;;;;Vergleiche von Zahlen, die nicht auf einen Wert wie richtig oder falsch reduziert werden können, also ob eine Zahl größer als die andere ist, sondern, die im Verhältnis relativ bleiben;;;;;;;;;;;;;;
16|17;;;;;"die Positionen der Elemente von Wertebereich und Definitionsbereich in einer Analysis-Funkion; 17 allein kann auch andere Positionen meinen, als die von Funktionen.";;;;;;;;;;;;;;
4|1/7|8;;;;;wahrscheinlich: die Kultur (halb sicher) (ist wohl Paradigma hier, statt Meta-Paradigma);;;;;;;;;;;;;;
2|10;;;;;Die Tatsache oder Tatsachen, der Fakt oder die Fakten (größtenteils sicher);;;;;;;;;;;;;;
3|10;;;;;die vorhandene Wirklichkeit (größtenteils sicher) (das heißt nicht solche Sachen der Wirklichkeit, wie die sogenannte Berechenbarkeit und Entscheidbarkeit);;;;;;;;;;;;;;
1/2|10;;;;;die Gestaltung der Wirklichkeit und die mögliche Wirklichkeit (größtenteils sicher);;;;;;;;;;;;;;
1/3|10;;;;;die bedingte Wirklichkeit (größtenteils sicher);;;;;;;;;;;;;;
12|20;;;;;z.B. sogenannte Restklassen aus der Mathematik (größtenteils sicher);;;;;;;;;;;;;;
16|19;;;;;"die Extremalwerte und Sattelpunkte, etc. von einer Analysis-Funkion; 19 allein kann auch andere Extreme meinen, als die von Funktionen. (sicher)";;;;;;;;;;;;;;
10|16;;;;;die Funktionsgleichung oder Funktionsungleichung (größtenteils sicher);;;;;;;;;;;;;;
5|8;;;;;Ein einzigiger einzelner (unteilbarer oder zumindest nicht kaputter) Zustand (sicher) (ganz einfach und ganz allgemein);;;;;;;;;;;;;;
8|9|14;;;;;z.B. sogenannte formale Grammatiken aus der Informatik (bestehen aus Kombinationen [14] von Einheiten [9], die aus Zuständen [8] bestehen) (sicher);;;;;;;;;;;;;;
8|9|12;;;;;z.B. von Symbolen die Symbolmengen (d.h. Vokabular) (aus sogenannten formalen Grammatiken, die wie Variablen, bzw. Einheiten [9] von Zuständen [8] fungieren):  (sicher);;;;;;;;;;;;;;
1|1/5|2/3|14;Europide, Bio-Europäer;;;;;;;;;;;;;;;;;;
1|1/5|2/3|14|1/15|19;US-Amerikaner;;;;;;;;;;;;;;;;;;
11|14;;;;;vielleicht Systematik (Systeme auf systemähnliche Weise zu neuen Systemen kombinieren), aber Systematik kann wohl auch noch anderes meinen (sicher);;;;;;;;;;;;;;
10|13;;;;;"Die 2 Logik-Operationen: „Nicht“ bzw. NOT und „Ja“ bzw. „Nicht+Nicht=Yes“ (sicher); Fuzzy-Logic: Graduelle Wahrheit (größtenteils sicher)";;;;;;;;;;;;;;
